rule_id,antecedents,consequents,support,confidence,lift,gap_type,policy_implications,baseline_comparison
42,"['Income_Bracket=2', 'Resolution_Time=0']",['OUTCOME=DELAY'],0.03521171199596138,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
43,"['Age_Group=2', 'Resolution_Time=0']",['OUTCOME=DELAY'],0.03218274752319051,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
45,"['Resolution_Time=0', 'Jurisdiction=3']",['OUTCOME=DELAY'],0.041585158074083424,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
44,"['Resolution_Time=0', 'Hearing_Count=High']",['OUTCOME=DELAY'],0.047958604152205465,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
47,"['Resolution_Time=0', 'Age_Group=1']",['OUTCOME=DELAY'],0.03211964409667445,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
48,"['Resolution_Time=0', 'Case_Type=3']",['OUTCOME=DELAY'],0.02536757745945605,1.0,2.993954279236728,Case-Type Bias,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
49,"['Case_Type=5', 'Resolution_Time=0']",['OUTCOME=DELAY'],0.034391367451252604,1.0,2.993954279236728,Case-Type Bias,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
46,"['Resolution_Time=0', 'Vulnerability=3']",['OUTCOME=DELAY'],0.03243516122925475,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
51,"['Age_Group=3', 'Resolution_Time=0']",['OUTCOME=DELAY'],0.032624471508802926,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
52,"['Resolution_Time=0', 'OUTCOME=AID_DISPARITY']",['OUTCOME=DELAY'],0.025241370606423928,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
53,"['Aid_Modality=1', 'Resolution_Time=0']",['OUTCOME=DELAY'],0.04044929639679434,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
54,"['Vulnerability=4', 'Resolution_Time=0']",['OUTCOME=DELAY'],0.029216886476935697,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
55,"['Aid_Modality=3', 'Resolution_Time=0']",['OUTCOME=DELAY'],0.040764813529374645,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
56,"['Resolution_Time=0', 'Income_Bracket=4']",['OUTCOME=DELAY'],0.029974127595128415,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
94,"['Case_Type=1', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.026503439136745126,1.0,2.993954279236728,Case-Type Bias,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
50,"['Resolution_Time=0', 'Income_Bracket=1']",['OUTCOME=DELAY'],0.030352748154224774,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
114,"['Case_Type=5', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.033760333186092006,1.0,2.993954279236728,Case-Type Bias,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
123,"['Resolution_Time=3', 'Case_Type=4']",['OUTCOME=DELAY'],0.0282703350791948,1.0,2.993954279236728,Case-Type Bias,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
128,"['Resolution_Time=3', 'OUTCOME=AID_DISPARITY']",['OUTCOME=DELAY'],0.029911024168612355,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
135,['Resolution_Time=3'],['OUTCOME=DELAY'],0.17176752697671482,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
136,"['Resolution_Time=3', 'OUTCOME=UNFAVORABLE']",['OUTCOME=DELAY'],0.06556446015018616,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
137,"['Resolution_Time=3', 'OUTCOME=UNFAVORABLE', 'Adjournment_Count=Low']",['OUTCOME=DELAY'],0.03186723039061021,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
138,"['Resolution_Time=3', 'OUTCOME=UNFAVORABLE', 'Hearing_Count=Medium']",['OUTCOME=DELAY'],0.0282703350791948,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
139,"['Gender=2', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.05540480848110052,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
140,"['Gender=2', 'Resolution_Time=3', 'Adjournment_Count=Low']",['OUTCOME=DELAY'],0.026692749416293304,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
141,"['Gender=2', 'Resolution_Time=3', 'Hearing_Count=Medium']",['OUTCOME=DELAY'],0.027071369975389663,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
142,"['Resolution_Time=3', 'Hearing_Count=High']",['OUTCOME=DELAY'],0.05029343093329968,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
143,"['Aid_Modality=3', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.04480343282640247,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
144,"['Resolution_Time=3', 'Jurisdiction=3']",['OUTCOME=DELAY'],0.04404619170820975,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
145,"['Resolution_Time=3', 'Age_Group=1']",['OUTCOME=DELAY'],0.03590584968763804,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
146,"['Vulnerability=1', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.03521171199596138,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
102,"['Case_Type=0', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.02549378431248817,1.0,2.993954279236728,Case-Type Bias,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
147,"['Resolution_Time=3', 'Income_Bracket=3']",['OUTCOME=DELAY'],0.0347068845838329,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
148,"['Resolution_Time=3', 'Hearing_Count=Medium']",['OUTCOME=DELAY'],0.07736480090868934,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
150,"['Adjournment_Count=Medium', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.0651858395910898,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
149,"['Resolution_Time=3', 'Adjournment_Count=Low', 'Hearing_Count=Medium']",['OUTCOME=DELAY'],0.037294125070991356,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
152,"['Gender=1', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.0562251530258093,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
153,"['Gender=1', 'Resolution_Time=3', 'Hearing_Count=Medium']",['OUTCOME=DELAY'],0.029216886476935697,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
154,"['Gender=1', 'Resolution_Time=3', 'Adjournment_Count=Low']",['OUTCOME=DELAY'],0.02549378431248817,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
151,"['Adjournment_Count=Medium', 'Resolution_Time=3', 'Hearing_Count=Medium']",['OUTCOME=DELAY'],0.02871205906480722,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
155,"['Vulnerability=4', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.033444816053511704,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
156,"['Age_Group=4', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.03325550577396352,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
158,"['Resolution_Time=3', 'Adjournment_Count=Low']",['OUTCOME=DELAY'],0.07963652426326749,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
157,"['Resolution_Time=3', 'Income_Bracket=4']",['OUTCOME=DELAY'],0.03287688521486717,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
159,"['Jurisdiction=1', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.04120653751498706,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
160,"['Aid_Modality=0', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.04108033066195495,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
161,"['Income_Bracket=0', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.03956584842556951,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
163,"['Adjournment_Count=Medium', 'Income_Bracket=0', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.025746198018552408,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
166,"['Vulnerability=2', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.036158263393702275,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
167,"['Resolution_Time=3', 'Age_Group=0']",['OUTCOME=DELAY'],0.03205654067015839,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
168,"['Resolution_Time=3', 'Hearing_Count=Low']",['OUTCOME=DELAY'],0.030415851580740835,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
169,"['Jurisdiction=0', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.045118949958982774,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
170,"['Age_Group=3', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.03495929828989714,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
171,"['Aid_Modality=1', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.04297343345743674,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
172,"['Resolution_Time=3', 'Income_Bracket=1']",['OUTCOME=DELAY'],0.029343093329967818,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
173,"['Resolution_Time=3', 'Jurisdiction=2']",['OUTCOME=DELAY'],0.04139584779453524,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
174,"['Age_Group=2', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.03559033255505774,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
175,"['Gender=0', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.06013756546980501,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
176,"['Gender=0', 'Resolution_Time=3', 'Adjournment_Count=Low']",['OUTCOME=DELAY'],0.027449990534486022,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
177,"['Aid_Modality=2', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.04291033003092068,1.0,2.993954279236728,Process-Stage Bottleneck,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
178,"['Income_Bracket=2', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.03527481542247744,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
179,"['Vulnerability=0', 'Resolution_Time=3']",['OUTCOME=DELAY'],0.032624471508802926,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
180,"['Resolution_Time=3', 'Vulnerability=3']",['OUTCOME=DELAY'],0.03432826402473654,1.0,2.993954279236728,Demographic Disparity,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
181,"['Resolution_Time=3', 'Case_Type=3']",['OUTCOME=DELAY'],0.025556887739004226,1.0,2.993954279236728,Case-Type Bias,Implement case timeline monitoring; Establish expedited procedures for high-risk cases,Rule delay rate: 100.00% vs Baseline: 33.40%
